rank,name,year
601,Suez Canal University,2019
601,University of the Sunshine Coast,2019
601,University of Szeged,2019
601,University of Tabriz,2019
601,Tallinn University of Technology,2019
601,Technical University of Madrid,2019
601,University of Technology of Compiègne,2019
601,University of Tehran,2019
601,Tehran University of Medical Sciences,2019
601,Universiti Teknologi Malaysia,2019
601,Universiti Teknologi Petronas,2019
601,University of Texas at Arlington,2019
601,University of Texas at El Paso,2019
601,Texas Tech University,2019
601,Tezpur University,2019
601,University of Trás-os-Montes and Alto Douro,2019
601,Ulster University,2019
601,University of Vigo,2019
601,University of Warsaw,2019
601,Waseda University,2019
601,University of the West of England,2019
601,University of the Western Cape,2019
601,Western Washington University,2019
601,University of Westminster,2019
601,West Virginia University,2019
601,University of Windsor,2019
601,University of Wolverhampton,2019
601,Yeungnam University,2019
601,Yokohama City University,2019
601,University of Zaragoza,2019
801,Acharya Nagarjuna University,2019
801,University of A Coruña,2019
801,"Adam Mickiewicz University, Poznań",2019
801,AGH University of Science and Technology,2019
801,"University of Agriculture, Faisalabad",2019
801,Aichi Medical University,2019
801,Ajou University,2019
801,Alexandria University,2019
801,Al-Farabi Kazakh National University,2019
801,University of Alicante,2019
801,Aligarh Muslim University,2019
801,University of Almería,2019
801,American University of Sharjah,2019
801,Anadolu University,2019
801,"Asia University, Taiwan",2019
801,Atılım University,2019
801,Austral University of Chile,2019
801,Universidad Autónoma de Querétaro,2019
801,Azarbaijan Shahid Madani University,2019
801,Babeş-Bolyai University,2019
801,University of Baghdad,2019
801,Bandung Institute of Technology (ITB),2019
801,Bauman Moscow State Technical University,2019
801,University of Bedfordshire,2019
801,Beijing Jiaotong University,2019
801,University of Béjaïa,2019
801,Belgorod State National Research University,2019
801,University of Belgrade,2019
801,"Birla Institute of Technology and Science, Pilani",2019
801,University of Brasília,2019
801,Brno University of Technology,2019
801,University of Bucharest,2019
801,Budapest University of Technology and Economics,2019
801,University of Burgos,2019
801,Cairo University,2019
801,"California Polytechnic State University, San Luis Obispo",2019
801,Capital Medical University,2019
801,University of Castilla-La Mancha,2019
801,University of Central Lancashire,2019
801,University of Cergy-Pontoise,2019
801,"University of Chemistry and Technology, Prague",2019
801,Chiang Mai University,2019
801,"China University of Geosciences, Wuhan",2019
801,China University of Mining and Technology,2019
801,"China University of Petroleum, Beijing",2019
801,China Pharmaceutical University,2019
801,Chongqing University,2019
801,Chonnam National University,2019
801,Chulalongkorn University,2019
801,Chung Yuan Christian University,2019
801,Comenius University in Bratislava,2019
801,Czech University of Life Sciences Prague (CZU),2019
801,Czech Technical University in Prague,2019
801,University of Debrecen,2019
801,De La Salle University,2019
801,University of Derby,2019
801,Dublin Institute of Technology,2019
801,East Carolina University,2019
801,University of East London,2019
801,Edge Hill University,2019
801,Erciyes University,2019
801,Universidade Estadual Paulista (Unesp),2019
801,University of Évora,2019
801,Fayoum University,2019
801,Universidade Federal do ABC (UFABC),2019
801,Universidade Federal da Bahia,2019
801,Federal University of Pelotas,2019
801,Universidade Federal de Santa Catarina,2019
801,Federal University of São Carlos,2019
801,Ferdowsi University of Mashhad,2019
801,Ferhat Abbas Sétif University 1,2019
801,Florida Atlantic University,2019
801,Florida Institute of Technology,2019
801,University of La Frontera,2019
801,Fu Jen Catholic University,2019
801,Gebze Technical University,2019
801,University of Ghana,2019
801,University of Guilan,2019
801,Hamamatsu University School of Medicine,2019
801,Hyogo College of Medicine,2019
801,Indian Institute of Science Education and Research Kolkata,2019
801,Indian Institute of Technology (Indian School of Mines) Dhanbad,2019
801,Universidad Industrial de Santander (UIS),2019
801,Inha University,2019
801,Iran University of Medical Sciences,2019
801,University of Isfahan,2019
801,Istanbul University,2019
801,Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca,2019
801,University of Jaén,2019
801,Jamia Millia Islamia,2019
801,Jeonbuk National University,2019
801,Jiangsu University,2019
801,The Jikei University School of Medicine,2019
801,Jilin University,2019
801,Jinan University,2019
801,The University of Jordan,2019
801,Kagawa University,2019
801,Kanazawa University,2019
801,Kansai Medical University,2019
801,Kaohsiung Medical University,2019
801,King Mongkut’s University of Technology Thonburi,2019
801,K.N. Toosi University of Technology,2019
801,Kochi University,2019
801,Kumamoto University,2019
801,Kuwait University,2019
801,Kyungpook National University,2019
801,Kyushu Institute of Technology (Kyutech),2019
801,University of Latvia,2019
801,Leeds Beckett University,2019
801,University of Maribor,2019
801,University of Marrakech Cadi Ayyad,2019
801,University of Mazandaran,2019
801,Metropolitan Autonomous University,2019
801,Mohammed V University of Rabat,2019
801,University of Murcia,2019
801,Nagasaki University,2019
801,Nagoya City University,2019
801,National Central University,2019
801,National Chengchi University,2019
801,National Chung Hsing University,2019
801,National University of Cuyo,2019
801,National Dong Hwa University,2019
801,"National Institute of Technology, Tiruchirappalli",2019
801,National University of San Martín,2019
801,National University of Sciences and Technology,2019
801,National Taipei University,2019
801,National Taipei University of Technology,2019
801,National Taiwan Ocean University,2019
801,Niigata University,2019
801,Normandy University,2019
801,"Northeastern University, China",2019
801,University of Northern British Columbia (UNBC),2019
801,Northwest University,2019
801,NorthWest A&F University,2019
801,Novosibirsk State Technical University,2019
801,Oakland University,2019
801,Ocean University of China,2019
801,Okayama University,2019
801,Osaka City University,2019
801,Osmania University,2019
801,University of Ostrava,2019
801,Pablo de Olavide University,2019
801,Paris Nanterre University,2019
801,University of Patras,2019
801,Pondicherry University,2019
801,Pontifical Catholic University of Peru,2019
801,Pontifical Catholic University of Rio Grande do Sul (PUCRS),2019
801,Universiti Putra Malaysia,2019
801,University Rey Juan Carlos,2019
801,Riga Technical University,2019
801,Robert Gordon University,2019
801,University of Roehampton,2019
801,Saitama University,2019
801,Samara National Research University (Samara University),2019
801,Sapporo Medical University,2019
801,University of Science and Technology Beijing,2019
801,University of Seoul,2019
801,University of Sfax,2019
801,Shahid Beheshti University,2019
801,Shahid Beheshti University of Medical Sciences,2019
801,Shanghai University,2019
801,Shantou University,2019
801,University of Sharjah,2019
801,Sheffield Hallam University,2019
801,Shinshu University,2019
801,Shiraz University,2019
801,Sidi Mohamed Ben Abdellah University,2019
801,Sohag University,2019
801,Southern Medical University,2019
801,University of South Wales,2019
801,Sri Venkateswara University,2019
801,Staffordshire University,2019
801,Sultan Qaboos University,2019
801,Suranaree University of Technology,2019
801,University of Talca,2019
801,Tanta University,2019
801,Teesside University,2019
801,Universiti Tenaga Nasional (UNITEN),2019
801,Texas State University,2019
801,Thapar Institute of Engineering and Technology,2019
801,Toho University,2019
801,Tokushima University,2019
801,Tokyo University of Agriculture and Technology,2019
801,Tokyo Medical University,2019
801,Tokyo University of Science,2019
801,Toyohashi University of Technology (TUT),2019
801,Tribhuvan University,2019
801,Tshwane University of Technology,2019
801,Universiti Utara Malaysia,2019
801,Vilnius University,2019
801,VIT University,2019
801,Warsaw University of Technology,2019
801,Wuhan University of Technology,2019
801,Xiangtan University,2019
801,Xidian University,2019
801,Yamagata University,2019
801,University of Yamanashi,2019
801,Yangzhou University,2019
801,Yokohama National University,2019
801,University of Zagreb,2019
1001,University of Abou Bekr Belkaïd Tlemcen,2019
1001,Ain Shams University,2019
1001,Akdeniz University,2019
1001,Akita University,2019
1001,Al-Azhar University,2019
1001,Alexandru Ioan Cuza University,2019
1001,Alzahra University,2019
1001,Amity University,2019
1001,"University of the Andes, Venezuela",2019
1001,Andhra University,2019
1001,Universidad Andrés Bello (UNAB),2019
1001,Ankara University,2019
1001,Annamalai University,2019
1001,University of Antioquia,2019
1001,Aoyama Gakuin University,2019
1001,Assiut University,2019
1001,Universidad Autónoma del Estado de Hidalgo,2019
1001,Universidad Autónoma del Estado de Mexico (UAEMex),2019
1001,Universidad Autónoma de Nuevo León (UANL),2019
1001,Universidad Autónoma de Yucatán,2019
1001,Autonomous University of Baja California,2019
1001,Autonomous University of San Luis Potosi,2019
1001,Badji Mokhtar University – Annaba,2019
1001,Bahauddin Zakariya University,2019
1001,Bahçeşehir University,2019
1001,Belarusian State University,2019
1001,Benemérita Universidad Autónoma de Puebla,2019
1001,University of Bío-Bío,2019
1001,University of Birjand,2019
1001,Birmingham City University,2019
1001,Bucharest University of Economic Studies,2019
1001,Canterbury Christ Church University,2019
1001,Catholic University of the North,2019
1001,Ceará State University,2019
1001,Chaoyang University of Technology,2019
1001,University of Chester,2019
1001,Chiba Institute of Technology,2019
1001,Chubu University,2019
1001,Chungnam National University,2019
1001,Chuo University,2019
1001,Cochin University of Science and Technology,2019
1001,University of Colombo,2019
1001,University of Concepción,2019
1001,Corvinus University of Budapest,2019
1001,Cukurova University,2019
1001,University of Dar es Salaam,2019
1001,Del Rosario University,2019
1001,Democritus University of Thrace,2019
1001,Dokuz Eylül University,2019
1001,Doshisha University,2019
1001,Prague University of Economics and Business,2019
1001,Ehime University,2019
1001,The University of Electro-Communications,2019
1001,University of Engineering & Technology (UET) Lahore,2019
1001,Universidade do Estado do Rio de Janeiro (UERJ),2019
